domain,name,country
vlerick.be,Vlerick Leuven Gent Management School,Belgium
vub.ac.be,Vrije Universiteit Brussel,Belgium
vub.be,Vrije Universiteit Brussel,Belgium
aucmed.edu,"American University of the Caribbean, School of Medicine",Belize
cahsu.edu,Central America Health Sciences University (Belize Medical College),Belize
giuedu.bz,Greenford International University,Belize
ub.edu.bz,University of Belize,Belize
westcoastuniversity.bz,West Coast University (WCU),Belize
espam-formationuc.org,Espam Formation University,Benin
hnaubenin.org,Houdegbe North American University Benin,Benin
uac.bj,Université d'Abomey-Calavi (UAC),Benin
bercol.bm,Bermuda College,Bermuda
rub.edu.bt,Royal University of Bhutan,Bhutan
emi.edu.bo,Escuela Militar de Ingeniería,"Bolivia, Plurinational State of"
uab.edu.bo,Universidad Adventista de Bolivia,"Bolivia, Plurinational State of"
uapnet.edu.bo,Universidad Amazonica de Pando,"Bolivia, Plurinational State of"
uasb.edu.bo,Universidad Andina Simón Bolivar,"Bolivia, Plurinational State of"
uagrm.edu.bo,Universidad Autónoma Gabriel René Moreno,"Bolivia, Plurinational State of"
uajms.edu.bo,Universidad Autónoma Juan Misael Saracho,"Bolivia, Plurinational State of"
uatf.edu.bo,Universidad Autónoma Tomás Frías,"Bolivia, Plurinational State of"
uabjb.edu.bo,"Universidad Autónoma del Beni ""José Ballivián""","Bolivia, Plurinational State of"
ucbcba.edu.bo,"Universidad Católica Boliviana, Cochabamba","Bolivia, Plurinational State of"
ucb.edu.bo,"Universidad Católica Boliviana, La Paz","Bolivia, Plurinational State of"
ucbscz.edu.bo,"Universidad Católica Boliviana, Santa Cruz","Bolivia, Plurinational State of"
ucbtja.edu.bo,"Universidad Católica Boliviana, Tarija","Bolivia, Plurinational State of"
unicen.edu.bo,Universidad Central,"Bolivia, Plurinational State of"
upds.edu.bo,Universidad Domingo Savio,"Bolivia, Plurinational State of"
unikuljis.edu.bo,Universidad Empresarial Mateo Kuljis,"Bolivia, Plurinational State of"
uajms.edu.bo,Universidad Juan Misael Saracho,"Bolivia, Plurinational State of"
udelosandes.edu.bo,Universidad Los Andes,"Bolivia, Plurinational State of"
umsanet.edu.bo,Universidad Mayor de San Andrés,"Bolivia, Plurinational State of"
umss.edu.bo,Universidad Mayor de San Simón,"Bolivia, Plurinational State of"
nur.edu,Universidad NUR,"Bolivia, Plurinational State of"
unsxx.edu.bo,Universidad Nacional Siglo XX Llallagua,"Bolivia, Plurinational State of"
unslp.edu.bo,Universidad Nuestra Senora de La Paz,"Bolivia, Plurinational State of"
upal.edu,Universidad Privada Abierta Latinoamericana,"Bolivia, Plurinational State of"
upb.edu,Universidad Privada Boliviana,"Bolivia, Plurinational State of"
unifranz.edu.bo,Universidad Privada Franz Tamayo (UNIFRANZ),"Bolivia, Plurinational State of"
upsa.edu.bo,Universidad Privada de Santa Cruz de la Sierra,"Bolivia, Plurinational State of"
univalle.edu,Universidad Privada del Valle,"Bolivia, Plurinational State of"
usalesiana.edu.bo,Universidad Salesiana de Bolivia,"Bolivia, Plurinational State of"
usfx.info,Universidad San Francisco Xavier,"Bolivia, Plurinational State of"
usfx.edu.bo,Universidad San Francisco Xavier de Chuquisaca,"Bolivia, Plurinational State of"
uto.edu.bo,Universidad Técnica de Oruro,"Bolivia, Plurinational State of"
udabol.edu.bo,Universidad de Aquino Bolivia,"Bolivia, Plurinational State of"
aubih.ba,American University,Bosnia and Herzegovina
ibu.edu.ba,International Burch University,Bosnia and Herzegovina
ius.edu.ba,International University of Sarajevo,Bosnia and Herzegovina
iu-travnik.com,International University of Travnik,Bosnia and Herzegovina
sfa.ba,Sarajevo Film Academy,Bosnia and Herzegovina
ssst.edu.ba,Sarajevo School of Science and Technology,Bosnia and Herzegovina
spu.ba,Slobomir P Univerzitet,Bosnia and Herzegovina
unvi.edu.ba,University Vitez In Travnik,Bosnia and Herzegovina
unibl.org,University of Banja Luka,Bosnia and Herzegovina
unbi.ba,University of Bihac,Bosnia and Herzegovina
unssa.rs.ba,University of East Srarajevo,Bosnia and Herzegovina
sve-mo.ba,University of Mostar,Bosnia and Herzegovina
unsa.ba,University of Sarajevo,Bosnia and Herzegovina
untz.ba,University of Tuzla,Bosnia and Herzegovina
unze.ba,University of Zenica,Bosnia and Herzegovina
unmo.ba,"Univerzitet u Mostaru ""Dzemal Bijedic""",Bosnia and Herzegovina
abm.ac.bw,ABM University College,Botswana
bothocollege.ac.bw,Botho University,Botswana
bac.ac.bw,Botswana Accountancy College,Botswana
bca.bw,Botswana College of Agriculture,Botswana
biust.ac.bw,Botswana International University of Science & Technology,Botswana
guc.co.bw,Gaborone Universal College of Law,Botswana
neweracollege.ac.bw,"New Era College of Arts, Science & Technology",Botswana
ub.bw,University of Botswana,Botswana
creupi.br,Centro Regional Universitário de Espiríto Santo do Pinhal,Brazil
baraodemaua.br,Centro Universitário Barao de Maua,Brazil
claretiano.edu.br,Centro Universitário Claretiano,Brazil
unimonte.br,Centro Universitário Monte Serrat,Brazil
newtonpaiva.br,Centro Universitário Newton Paiva,Brazil
unipli.com.br,Centro Universitário Plinio Leite,Brazil
sp.senac.br,Centro Universitário Senac,Brazil
unifeso.edu.br,Centro Universitário Serra dos Órgãos,Brazil
fatecie.edu.br,Centro Universitário UniFatecie,Brazil
uniara.com.br,Centro Universitário de Araraquara,Brazil
unipe.br,Centro Universitário de João Pessoa,Brazil
emescam.br,EMESCAM - Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória,Brazil
faap.br,FAAP - Fundação Armando Alvares Penteado,Brazil
fae.edu,FAE Business School - Faculdade de Administração e Economia,Brazil
faculdadedombosco.edu.br,Faculdade Dom Bosco,Brazil
fic.br,Faculdade Integradas do Ceará,Brazil
italo.br,Faculdade Italo Brasileira,Brazil
faculdadescuritiba.br,Faculdades Integradas Curitiba,Brazil
toledo.br,Faculdades Integradas Toledo,Brazil
upis.br,Faculdades Integradas UPIS,Brazil
unibrasil.com.br,Faculdades Integradas do Brasil - UNIBRASIL,Brazil
feituverava.com.br,Fundação Educacional de Ituverava,Brazil
insper.edu.br,Insper Instituto de Ensino e Pesquisa,Brazil
infnet.edu.br,Instituto Infnet,Brazil
al.infnet.edu.br,Instituto Infnet,Brazil
prof.infnet.edu.br,Instituto Infnet,Brazil
maua.br,Instituto Mauá de Tecnologia,Brazil
ime.eb.mil.br,Instituto Militar de Engenharia,Brazil
impa.br,Instituto Nacional de Matemática Pura e Aplicada - IMPA,Brazil
ita.br,Instituto Tecnológico de Aeronáutica,Brazil
upe.poli.br,Polytechnic University of Pernambuco,Brazil
ecomp.poli.br,Polytechnic University of Pernambuco,Brazil
poli.br,Polytechnic University of Pernambuco,Brazil
pucpr.br,Pontificia Universidade Católica do Paraná,Brazil
puccamp.br,Pontifícia Universidade Católica de Campinas,Brazil
pucminas.br,Pontifícia Universidade Católica de Minas Gerais,Brazil
pucsp.br,Pontifícia Universidade Católica de São Paulo,Brazil
pucrs.br,Pontifícia Universidade Católica do Rio Grande do Sul,Brazil
puc-rio.br,Pontifícia Universidade Católica do Rio de Janeiro,Brazil
uninove.br,UNINOVE,Brazil
uni9.edu.br,UNINOVE,Brazil
uniban.br,Universidade Bandeirante de São Paulo,Brazil
brazcubas.br,Universidade Braz Cubas,Brazil
unicastelo.br,Universidade Camilo Castelo Branco,Brazil
candidomendes.br,Universidade Candido Mendes,Brazil
castelobranco.br,Universidade Castelo Branco,Brazil
unibosco.br,Universidade Católica Dom Bosco,Brazil
ucb.br,Universidade Católica de Brasília,Brazil
ucg.br,Universidade Católica de Goiás,Brazil
ucpel.tche.br,Universidade Católica de Pelotas,Brazil
unicap.br,Universidade Católica de Pernambuco,Brazil
ucp.br,Universidade Católica de Petrópolis,Brazil
ucsal.br,Universidade Católica de Salvador,Brazil
unisantos.com.br,Universidade Católica de Santos,Brazil
unicid.br,Universidade Cidade de São Paulo,Brazil
unicsul.br,Universidade Cruzeiro do Sul,Brazil
unesp.br,Universidade Estadual Paulista,Brazil
uesb.br,Universidade Estadual Sudoeste da Bahia,Brazil
uepb.edu.br,Universidade Estadual da Paraíba,Brazil
unicamp.br,Universidade Estadual de Campinas,Brazil
uefs.br,Universidade Estadual de Feira de Santana,Brazil
uel.br,Universidade Estadual de Londrina,Brazil
uem.br,Universidade Estadual de Maringá,Brazil
unimontes.br,Universidade Estadual de Montes Claros,Brazil
uepg.br,Universidade Estadual de Ponta Grossa,Brazil
uesc.br,Universidade Estadual de Santa Cruz,Brazil
uece.br,Universidade Estadual do Ceará,Brazil
uema.br,Universidade Estadual do Maranhão,Brazil
uenf.br,Universidade Estadual do Norte Fluminense,Brazil
unioeste.br,Universidade Estadual do Oeste do Paraná,Brazil
uespi.br,Universidade Estadual do Piauí,Brazil
uvanet.br,Universidade Estadual do Vale do Acaraú,Brazil
estacio.br,Universidade Estácio de Sá,Brazil
uff.br,Universidade Federal Fluminense,Brazil
ufrpe.br,Universidade Federal Rural de Pernambuco,Brazil
ufrrj.br,Universidade Federal Rural do Rio de Janeiro,Brazil
ufba.br,Universidade Federal da Bahia,Brazil
ufgd.edu.br,Universidade Federal da Grande Dourados,Brazil
ufpb.br,Universidade Federal da Paraíba,Brazil
ufal.br,Universidade Federal de Alagoas,Brazil
ufcg.edu.br,Universidade Federal de Campina Grande,Brazil
ufg.br,Universidade Federal de Goiás,Brazil
unifei.edu.br,Universidade Federal de Itajubá,Brazil
ufjf.br,Universidade Federal de Juiz de Fora,Brazil
ufla.br,Universidade Federal de Lavras,Brazil
ufmt.br,Universidade Federal de Mato Grosso,Brazil
ufms.br,Universidade Federal de Mato Grosso do Sul,Brazil
ufmg.br,Universidade Federal de Minas Gerais,Brazil
dcc.ufmg.br,Universidade Federal de Minas Gerais,Brazil
ufop.br,Universidade Federal de Ouro Preto,Brazil
ufpel.tche.br,Universidade Federal de Pelotas,Brazil
ufpe.br,Universidade Federal de Pernambuco,Brazil
unir.br,Universidade Federal de Rondônia,Brazil
technet.com.br,Universidade Federal de Roraima,Brazil
ufsc.br,Universidade Federal de Santa Catarina,Brazil
ufsm.br,Universidade Federal de Santa Maria,Brazil
ufs.br,Universidade Federal de Sergipe,Brazil
ufscar.br,Universidade Federal de São Carlos,Brazil
ufsj.edu.br,Universidade Federal de São João del-Rei,Brazil
epm.br,Universidade Federal de São Paulo,Brazil
ufu.br,Universidade Federal de Uberlândia,Brazil
ufv.br,Universidade Federal de Viçosa,Brazil
ufabc.edu.br,Universidade Federal do ABC,Brazil
ufac.br,Universidade Federal do Acre,Brazil
unifap.br,Universidade Federal do Amapá,Brazil
ufc.br,Universidade Federal do Ceará,Brazil
ufes.br,Universidade Federal do Espírito Santo,Brazil
ufma.br,Universidade Federal do Maranhão,Brazil
ufpr.br,Universidade Federal do Paraná,Brazil
ufpa.br,Universidade Federal do Pará,Brazil
ufpi.br,Universidade Federal do Piauí,Brazil
furg.br,Universidade Federal do Rio Grande,Brazil
ufrn.br,Universidade Federal do Rio Grande do Norte,Brazil
ufrgs.br,Universidade Federal do Rio Grande do Sul,Brazil
ufrj.br,Universidade Federal do Rio de Janeiro,Brazil
uftm.edu.br,Universidade Federal do Triângulo Mineiro,Brazil
univasf.edu.br,Universidade Federal do Vale do São Francisco,Brazil
ufvjm.edu.br,Universidade Federal dos Vales do Jequitinhonha e Mucuri,Brazil
ufn.edu.br,Universidade Franciscana,Brazil
ugf.br,Universidade Gama Filho,Brazil
unib.br,Universidade Ibirapuera,Brazil
ulbra.br,Universidade Luterana do Brasil,Brazil
mackenzie.br,Universidade Mackenzie,Brazil
unimep.br,Universidade Metodista de Piracicaba,Brazil
unimes.com.br,Universidade Metropolitana de Santos,Brazil
unip-objetivo.br,Universidade Paulista,Brazil
unp.br,Universidade Potiguar,Brazil
uri.br,Universidade Regional Integrada do Alto Uruguai e das Missões,Brazil
furb.rct-sc.br,Universidade Regional de Blumenau,Brazil
urca.br,Universidade Regional do Cariri,Brazil
unijui.tche.br,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,Brazil
universo.br,Universidade Salgado de Oliveira,Brazil
unifacs.br,Universidade Salvador,Brazil
stcecilia.br,Universidade Santa Cecília dos Bandeirantes,Brazil
usu.br,Universidade Santa Úrsula,Brazil
usf.br,Universidade São Francisco,Brazil
saojudas.br,Universidade São Judas Tadeu,Brazil
smarcos.br,Universidade São Marcos,Brazil
utfpr.edu.br,Universidade Tecnológica Federal do Paraná,Brazil
unit.br,Universidade Tiradentes,Brazil
univap.br,Universidade Vale do Paraiba,Brazil
univale.br,Universidade Vale do Rio Doce,Brazil
unisinos.br,Universidade Vale do Rio dos Sinos,Brazil
uva.br,Universidade Veiga de Almeida,Brazil
unama.br,Universidade da Amazônia,Brazil
urcamp.tche.br,Universidade da Região da Campanha,Brazil
unifenas.br,Universidade de Alfenas,Brazil
unb.br,Universidade de Brasília,Brazil
ucs.tche.br,Universidade de Caxias do Sul,Brazil
unicruz.tche.br,Universidade de Cruz Alta,Brazil
unifor.br,Universidade de Fortaleza,Brazil
unifran.br,Universidade de Franca,Brazil
ung.br,Universidade de Guarulhos,Brazil
web.prover.com.br,Universidade de Itaúna,Brazil
unimar.br,Universidade de Marília,Brazil
umc.br,Universidade de Mogi das Cruzes,Brazil
unig.br,Universidade de Nova Iguaçu,Brazil
upf.tche.br,Universidade de Passo Fundo,Brazil
upe.br,Universidade de Pernambuco,Brazil
unaerp.br,Universidade de Ribeirão Preto,Brazil
unisc.br,Universidade de Santa Cruz do Sul,Brazil
unisa.br,Universidade de Santo Amaro,Brazil
usp.br,Universidade de São Paulo,Brazil
unitau.br,Universidade de Taubaté,Brazil
pop-to.rnp.br,Universidade de Tocantins,Brazil
uniube.br,Universidade de Uberaba,Brazil
fua.br,Universidade do Amazonas,Brazil
uneb.br,Universidade do Estado da Bahia,Brazil
udesc.br,Universidade do Estado de Santa Catarina,Brazil
uern.br,Universidade do Estado do Rio Grande do Norte,Brazil
uerj.br,Universidade do Estado do Rio de Janeiro,Brazil
unesc.rct-sc.br,Universidade do Extremo Sul Catarinense,Brazil
unigranrio.br,Universidade do Grande Rio,Brazil
unoeste.br,Universidade do Oeste Paulista,Brazil
unoesc.edu.br,Universidade do Oeste de Santa Catarina,Brazil
unirio.br,Universidade do Rio de Janeiro,Brazil
usc.br,Universidade do Sagrado Coração,Brazil
unisul.br,Universidade do Sul de Santa Catarina,Brazil
univali.rct-sc.br,Universidade do Vale do Itajaí,Brazil
unidavi.rct-sc.br,Universidade para o Desenvolvimento do Alto Vale do Itajaí,Brazil
itb.edu.bn,Institut Teknologi Brunei,Brunei Darussalam
unissa.edu.bn,Universiti Islam Sultan Sharif Ali,Brunei Darussalam
ubd.edu.bn,University of Brunei Darussalam,Brunei Darussalam
uni-svishtov.bg,"Academy of Economics ""Dimitur A. Tscenov""",Bulgaria
amti.hit.bg,"Academy of Music, Dance and Fine Arts",Bulgaria
au-plovdiv.bg,Agricultural University of Plovdiv,Bulgaria
aubg.bg,American University in Bulgaria,Bulgaria
bfu.bg,Bourgas Free University,Bulgaria
btu.bg,"Bourgas University ""Prof. Assen Zlatarov""",Bulgaria
cityu.bg,City University Programs in Bulgaria,Bulgaria
vumk.eu,International University College,Bulgaria
mu-pleven.bg,Medical University Pleven,Bulgaria
meduniversity-plovdiv.bg,Medical University Plovdiv,Bulgaria
mu-varna.bg,Medical University Varna,Bulgaria
mu-sofia.bg,Medical University of Sofia,Bulgaria
pv-ma.bg,Military University Shoumen,Bulgaria
natfiz.bg,"National Academy for Theatre and Film Arts ""Krustju Sarafov""",Bulgaria
nha-bg.org,National Academy of Arts,Bulgaria
nma.bg,"National Academy of Music ""Pantcho Vladigerov""",Bulgaria
nsa.bg,National Sports Academy Sofia,Bulgaria
nbu.bg,New Bulgarian University,Bulgaria
shu-bg.net,"Shoumen University ""Konstantin Preslavski""",Bulgaria
uni-sofia.bg,"Sofia University ""St. Kliment Ohridski""",Bulgaria
swu.bg,"South-West University ""Neofit Rilski""",Bulgaria
tugab.bg,Technical University of Gabrovo,Bulgaria
tu-sofia.bg,Technical University of Sofia,Bulgaria
tu-varna.acad.bg,Technical University of Varna,Bulgaria
uni-sz.bg,Trakia University Stara Zagora,Bulgaria
uacg.bg,"University of Architecture, Civil Engineering and Geodesy",Bulgaria
uctm.edu,University of Chemical Technology and Metallurgy,Bulgaria
ue-varna.bg,University of Economics Varna,Bulgaria
uft-plovdiv.bg,University of Food Technology,Bulgaria
ltu.bg,University of Forestry Sofia,Bulgaria
mgu.bg,"University of Mining and Geology ""St. Ivan Rils""",Bulgaria
unwe.acad.bg,University of National and World Economy,Bulgaria
uni-plovdiv.bg,University of Plovdiv,Bulgaria
ru.acad.bg,University of Rousse,Bulgaria
vfu.bg,Varna Free University,Bulgaria
uni-vt.bg,"Veliko Turnovo University ""Cyril and Methodius""",Bulgaria
univ-ouaga.bf,Université de Ouagadougou,Burkina Faso
hopeafricauniversity.org,Hope Africa University,Burundi
ulbu.bi,Université Lumière de Bujumbura,Burundi
ub.edu.bi,Université du Burundi,Burundi
angkor.edu.kh,Angkor University,Cambodia
aeu.edu.kh,Asia Europe University,Cambodia
bbu.edu.kh,Build Bright University,Cambodia
cus.edu.kh,Cambodia University of Specialties,Cambodia
mekong.edu.kh,Cambodian Mekong University,Cambodia
cup.edu.kh,Chamreun University of Poly Technology,Cambodia
iu.edu.kh,International University,Cambodia
ine.edu.kh,National Institute of Education,Cambodia
